epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,23030.1,0.37187,0.03563,0.01481,0.24484,0.95676,0.99667,0.99492,0.99445,0.94639,0.99676,0.99501,0.99452,0.99419,0.3478,0.02343,0.00026,0.15588,0.94828,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,23278,0.36586,0.03395,0.01455,0.24148,0.95318,0.99659,0.99514,0.99452,0.9466,0.99668,0.99523,0.99459,0.99427,0.34588,0.02332,0.00026,0.15437,0.94789,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,23527.3,0.36722,0.03488,0.0148,0.24218,0.95289,0.99728,0.99384,0.99452,0.94665,0.99763,0.99419,0.9946,0.99427,0.34513,0.02323,0.00025,0.15368,0.9472,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,23776.4,0.36419,0.0336,0.0145,0.23812,0.95179,0.99714,0.99468,0.99454,0.94665,0.99781,0.99461,0.9946,0.9943,0.3457,0.02309,0.00025,0.15339,0.94721,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,24025.6,0.36688,0.0344,0.01354,0.24032,0.95501,0.99693,0.99471,0.99447,0.94622,0.99726,0.99494,0.99453,0.99422,0.34694,0.02311,0.00026,0.15455,0.94714,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,24274.4,0.36635,0.03477,0.01394,0.24022,0.95348,0.99676,0.9951,0.99447,0.94701,0.9972,0.99494,0.99453,0.99425,0.34731,0.02305,0.00027,0.15954,0.94674,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,24524,0.36555,0.03373,0.01448,0.24027,0.95294,0.99719,0.99457,0.99455,0.94727,0.99737,0.99474,0.99462,0.99432,0.34553,0.02296,0.00029,0.16046,0.94616,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,24773.2,0.361,0.03354,0.01446,0.23633,0.94984,0.99711,0.99462,0.99457,0.94725,0.99728,0.99479,0.99463,0.99432,0.34764,0.02297,0.00028,0.15514,0.94682,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,25021.7,0.36077,0.03276,0.01362,0.23764,0.94956,0.99625,0.99538,0.99445,0.94762,0.99685,0.99501,0.99458,0.99425,0.34869,0.02306,0.00027,0.15669,0.94691,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,25272,0.35784,0.03274,0.0133,0.23637,0.94872,0.99633,0.99523,0.99454,0.948,0.99763,0.99414,0.9946,0.99431,0.34665,0.02298,0.00027,0.15473,0.94626,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,25522.2,0.35761,0.03216,0.01368,0.23648,0.94873,0.99636,0.99512,0.99452,0.94831,0.99693,0.99466,0.99459,0.99428,0.34618,0.0231,0.00027,0.155,0.94619,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,25771.3,0.35929,0.03233,0.01337,0.23581,0.94933,0.99676,0.99505,0.99451,0.94816,0.99705,0.99512,0.99458,0.99428,0.34538,0.0231,0.00026,0.15409,0.9461,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,26019.6,0.35766,0.03345,0.0133,0.23471,0.94646,0.99714,0.99512,0.99448,0.94819,0.99737,0.99494,0.99455,0.99426,0.34366,0.0231,0.00027,0.15316,0.94589,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,26267.5,0.35724,0.03281,0.01231,0.23513,0.94771,0.99701,0.99512,0.99443,0.94836,0.99781,0.99474,0.99451,0.99422,0.34147,0.023,0.00026,0.1538,0.94539,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,26515.2,0.35421,0.03136,0.01367,0.23342,0.94721,0.99737,0.99472,0.9944,0.9488,0.99755,0.99489,0.99448,0.99418,0.33968,0.02292,0.00024,0.15444,0.94472,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,26763.5,0.35605,0.03179,0.01384,0.2321,0.94802,0.99763,0.99475,0.99437,0.94888,0.99781,0.99493,0.99448,0.99415,0.33993,0.02296,0.00024,0.15655,0.9443,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,27012.3,0.35342,0.03151,0.01257,0.23294,0.94357,0.99746,0.99477,0.99446,0.94872,0.99764,0.99494,0.99452,0.99423,0.33755,0.02282,0.00023,0.15268,0.94371,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,27260.9,0.35056,0.03098,0.01226,0.23382,0.94547,0.99694,0.99547,0.99447,0.9484,0.99746,0.99515,0.99452,0.9942,0.3351,0.02274,0.00024,0.14963,0.94328,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,27509.1,0.35172,0.03098,0.01301,0.23298,0.94571,0.99709,0.99529,0.99442,0.94852,0.99754,0.9952,0.99447,0.99417,0.33358,0.02267,0.00024,0.14878,0.94295,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,27756.9,0.35275,0.031,0.01255,0.23265,0.94589,0.99703,0.9954,0.99446,0.94865,0.99781,0.99491,0.99451,0.99421,0.33275,0.0226,0.00023,0.14879,0.94278,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,28004.6,0.35018,0.03079,0.01314,0.22937,0.94402,0.99711,0.99541,0.99443,0.94856,0.99776,0.99486,0.99448,0.99417,0.33237,0.02259,0.00023,0.14855,0.94262,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,28251.9,0.34685,0.03011,0.01292,0.22797,0.94209,0.99709,0.99555,0.99442,0.94882,0.99718,0.99564,0.99449,0.9942,0.3317,0.02249,0.00024,0.14848,0.94246,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,28500.2,0.34787,0.03026,0.01273,0.22822,0.94257,0.99717,0.99555,0.99434,0.94906,0.99726,0.99564,0.99441,0.9941,0.33133,0.0226,0.00023,0.14836,0.94227,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,28749,0.34439,0.0286,0.01207,0.22836,0.94362,0.99777,0.99494,0.99447,0.94923,0.99746,0.99563,0.99454,0.99423,0.33179,0.02263,0.00023,0.14908,0.94222,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,28999.2,0.35108,0.03027,0.01254,0.23189,0.9433,0.99784,0.99494,0.99448,0.94928,0.99738,0.99571,0.99454,0.99423,0.33161,0.02263,0.00023,0.1488,0.94213,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,29248.9,0.34657,0.03068,0.01239,0.22748,0.93945,0.99798,0.995,0.99447,0.94935,0.99729,0.99591,0.99455,0.99422,0.33113,0.02259,0.00022,0.14822,0.942,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,29499.2,0.34568,0.02982,0.01254,0.22746,0.94094,0.99762,0.99529,0.99443,0.94916,0.99766,0.99564,0.99452,0.9942,0.33118,0.02263,0.00022,0.14791,0.94193,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,29747.8,0.34366,0.02985,0.01284,0.22684,0.94149,0.99759,0.9952,0.9944,0.94902,0.99764,0.99581,0.9945,0.99417,0.33147,0.02263,0.0002,0.14806,0.94186,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,29996.7,0.34091,0.02836,0.01206,0.22559,0.93837,0.99755,0.99521,0.99443,0.94898,0.99764,0.99588,0.99453,0.99421,0.33197,0.02261,0.00021,0.14932,0.9418,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,30245,0.34135,0.02997,0.01208,0.22362,0.93744,0.99755,0.99528,0.99442,0.94904,0.99757,0.9959,0.99453,0.99421,0.33286,0.02257,0.00021,0.15252,0.94173,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,30493.1,0.34038,0.02854,0.01163,0.22526,0.93837,0.99798,0.99511,0.99443,0.94931,0.99731,0.99581,0.99453,0.99422,0.33289,0.02253,0.0002,0.15148,0.94179,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,30741.3,0.33957,0.02839,0.01099,0.22481,0.93741,0.99798,0.99501,0.99437,0.94921,0.99738,0.99577,0.99449,0.99419,0.3324,0.02248,0.00019,0.15029,0.94167,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,30989.1,0.33793,0.02832,0.01182,0.22337,0.93724,0.99798,0.99501,0.99449,0.94947,0.99746,0.99573,0.99457,0.99428,0.33231,0.02248,0.00019,0.14966,0.94163,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,31237.6,0.34057,0.02978,0.01201,0.22632,0.94052,0.99807,0.99495,0.99446,0.94963,0.9977,0.99547,0.99455,0.99427,0.33212,0.02243,0.00019,0.15028,0.94157,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,31486.5,0.33873,0.02838,0.01189,0.22266,0.93678,0.99801,0.99486,0.99435,0.94969,0.99767,0.99538,0.99447,0.99415,0.33157,0.02242,0.00019,0.15029,0.94137,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,31734.6,0.33633,0.0281,0.01136,0.22212,0.93527,0.99807,0.99486,0.99444,0.94973,0.99765,0.99573,0.99453,0.99422,0.3313,0.0224,0.00019,0.1503,0.94128,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,31983.1,0.33454,0.02782,0.0114,0.22228,0.93397,0.99816,0.99483,0.99437,0.94969,0.99816,0.99494,0.99448,0.99414,0.33134,0.02241,0.00018,0.15033,0.94133,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,32230.8,0.33138,0.02793,0.01127,0.21921,0.93356,0.99813,0.99503,0.99437,0.94968,0.99825,0.99519,0.99449,0.99415,0.33141,0.02241,0.00019,0.15009,0.94134,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,32478.5,0.3317,0.02752,0.01098,0.21928,0.93298,0.99812,0.99512,0.99437,0.9496,0.99798,0.99539,0.99448,0.99416,0.33105,0.02237,0.00018,0.14997,0.94128,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,32727.1,0.32974,0.02595,0.01162,0.22039,0.93308,0.99806,0.99512,0.99439,0.94996,0.99806,0.99547,0.99449,0.99417,0.33073,0.02236,0.00019,0.14925,0.94124,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,32975.7,0.33045,0.0279,0.0109,0.21863,0.93186,0.99794,0.99512,0.99438,0.94999,0.99802,0.99547,0.99448,0.99415,0.33059,0.02229,0.00018,0.14882,0.94121,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,33226.2,0.33122,0.02704,0.01119,0.21965,0.93369,0.99786,0.9952,0.99439,0.94984,0.99798,0.99543,0.99449,0.99417,0.33039,0.02228,0.00018,0.14822,0.94112,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,33476,0.32998,0.02641,0.01082,0.21923,0.9317,0.9979,0.99522,0.99442,0.95003,0.99807,0.99546,0.99451,0.99421,0.33005,0.02228,0.00018,0.14775,0.94107,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,33725.2,0.32935,0.02635,0.01165,0.21573,0.93179,0.99795,0.9952,0.99437,0.95006,0.99807,0.99545,0.9945,0.99418,0.32991,0.02224,0.00018,0.14702,0.941,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,33974.3,0.32817,0.02691,0.01043,0.21688,0.93157,0.99809,0.9952,0.99437,0.95002,0.99811,0.99547,0.99449,0.99419,0.32971,0.02221,0.00018,0.14672,0.94094,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,34222.6,0.32737,0.02578,0.0102,0.21819,0.933,0.99816,0.99518,0.99438,0.94972,0.99802,0.99547,0.9945,0.99419,0.3295,0.02214,0.00018,0.14653,0.94084,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,34472.1,0.32621,0.02655,0.0109,0.21528,0.93029,0.99807,0.99512,0.99444,0.95,0.99807,0.99549,0.99453,0.99424,0.3294,0.02212,0.00018,0.14633,0.94078,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,34722,0.32637,0.02722,0.01071,0.21566,0.93132,0.99807,0.99512,0.99443,0.95033,0.99798,0.99563,0.99452,0.99424,0.32933,0.02206,0.00018,0.14592,0.9408,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,34971.5,0.32437,0.02597,0.01031,0.21644,0.93299,0.9979,0.9953,0.99444,0.95028,0.9979,0.99568,0.99452,0.99423,0.32926,0.02208,0.00017,0.14564,0.94085,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,35219.1,0.32203,0.02491,0.01047,0.21299,0.92921,0.9979,0.9953,0.99442,0.95033,0.99781,0.99574,0.99451,0.99424,0.32915,0.02213,0.00017,0.1452,0.94086,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,35466.3,0.32187,0.02591,0.01025,0.21277,0.92918,0.99826,0.99486,0.99442,0.95033,0.9979,0.99564,0.99451,0.99422,0.32896,0.02214,0.00017,0.14511,0.94079,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,35713.8,0.32236,0.02589,0.00979,0.21359,0.92854,0.99809,0.99503,0.99443,0.95038,0.9979,0.99589,0.99451,0.99422,0.32876,0.02211,0.00017,0.14489,0.94071,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,35960.9,0.32058,0.02561,0.01024,0.21168,0.92851,0.99781,0.99545,0.99442,0.95021,0.99798,0.99565,0.9945,0.99422,0.32839,0.02206,0.00017,0.14461,0.94055,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,36207.5,0.31896,0.02463,0.01027,0.21011,0.92663,0.99781,0.9955,0.99441,0.95051,0.99799,0.99569,0.9945,0.99423,0.32807,0.02205,0.00017,0.14412,0.94041,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,36456.2,0.31927,0.02564,0.01055,0.21091,0.92769,0.99781,0.99551,0.99442,0.95044,0.99807,0.99579,0.9945,0.99422,0.32814,0.02205,0.00017,0.14408,0.94043,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,36709.5,0.31866,0.0257,0.00954,0.21049,0.92723,0.99781,0.99551,0.99443,0.95037,0.99807,0.99579,0.99451,0.99422,0.32807,0.02202,0.00017,0.14408,0.94036,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,36966.7,0.31698,0.02548,0.00951,0.20915,0.92745,0.99781,0.99551,0.9945,0.95074,0.99807,0.99578,0.99459,0.99429,0.32819,0.02201,0.00017,0.14392,0.94034,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,37220.4,0.31683,0.0248,0.01021,0.21062,0.92347,0.99812,0.99512,0.9945,0.95076,0.99785,0.99599,0.99458,0.99428,0.32833,0.02199,0.00017,0.144,0.94033,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,37473.2,0.31316,0.02395,0.00908,0.20691,0.92472,0.99819,0.99512,0.9945,0.95059,0.99781,0.996,0.99459,0.99431,0.32835,0.022,0.00018,0.14365,0.94025,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,37733.9,0.31319,0.02402,0.00957,0.20749,0.92393,0.99822,0.99512,0.99449,0.95068,0.99781,0.99599,0.99458,0.9943,0.3283,0.02196,0.00018,0.14372,0.94017,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,38001.6,0.31154,0.0242,0.00895,0.20493,0.92422,0.99823,0.99512,0.99448,0.9507,0.99781,0.996,0.99457,0.99428,0.32825,0.02194,0.00018,0.14352,0.94009,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,38266.1,0.31351,0.02455,0.00986,0.20508,0.92369,0.99825,0.99513,0.99449,0.95072,0.99851,0.99543,0.99457,0.99428,0.32818,0.02192,0.00018,0.14336,0.94,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,38522.5,0.31131,0.02452,0.0095,0.20569,0.92262,0.99825,0.99515,0.99449,0.95095,0.99833,0.99567,0.99457,0.99431,0.32784,0.02188,0.00018,0.14334,0.93986,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,38781.1,0.30902,0.02279,0.00961,0.20482,0.92229,0.99825,0.99516,0.99448,0.95098,0.99844,0.99547,0.99456,0.99431,0.32767,0.02187,0.00018,0.14336,0.93981,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,39049.2,0.30933,0.02304,0.00943,0.20377,0.91973,0.99825,0.99515,0.99447,0.9511,0.99851,0.99547,0.99456,0.9943,0.32761,0.02186,0.00018,0.14322,0.93976,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,39319.7,0.30729,0.02287,0.00897,0.20306,0.92024,0.99825,0.99514,0.99443,0.95114,0.99797,0.99599,0.99453,0.99427,0.32736,0.02184,0.00018,0.14313,0.93968,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,39583.1,0.30901,0.02334,0.00887,0.20484,0.92275,0.99833,0.99502,0.99447,0.95114,0.99844,0.99555,0.99456,0.99431,0.32721,0.02179,0.00018,0.14303,0.93962,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,39837,0.30934,0.02302,0.00908,0.20237,0.92203,0.99826,0.99494,0.99438,0.95114,0.99835,0.99564,0.99449,0.99422,0.32715,0.02179,0.00019,0.14303,0.93959,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,40093.1,0.30362,0.02246,0.00975,0.20044,0.91934,0.99825,0.99517,0.99437,0.95125,0.99831,0.99564,0.99447,0.99421,0.32702,0.02179,0.00019,0.14315,0.93952,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,40351.7,0.3037,0.02167,0.00881,0.20184,0.91963,0.99807,0.99541,0.99437,0.95136,0.99833,0.99567,0.99447,0.99421,0.32696,0.02177,0.00019,0.14305,0.93949,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,40608.7,0.30317,0.02254,0.00966,0.20006,0.91774,0.99807,0.99542,0.99437,0.95136,0.99833,0.99568,0.99446,0.99419,0.32675,0.02175,0.00018,0.14292,0.93942,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,40860.5,0.30314,0.02291,0.00867,0.20154,0.91752,0.99807,0.99542,0.99438,0.95142,0.99833,0.99569,0.99445,0.99419,0.32668,0.02177,0.00018,0.14287,0.93942,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,41113.7,0.30226,0.02238,0.00889,0.19904,0.91806,0.99807,0.99543,0.99438,0.95142,0.99833,0.99569,0.99444,0.9942,0.32665,0.02177,0.00019,0.14274,0.93939,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,41365,0.29888,0.02138,0.00941,0.20011,0.91931,0.99807,0.99543,0.99437,0.95141,0.99833,0.9957,0.99443,0.99419,0.32659,0.02171,0.00019,0.14259,0.93931,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,41615.9,inf,0.02164,0.00853,0.20067,0.91661,0.99807,0.99542,0.99437,0.95135,0.99833,0.99568,0.99444,0.99419,0.32648,0.02169,0.00019,0.14261,0.93923,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,41866.9,0.29946,0.02198,0.00907,0.19866,0.91636,0.99807,0.99543,0.99437,0.95121,0.99833,0.99569,0.99443,0.99419,0.32649,0.02173,0.00019,0.14257,0.93925,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,42117.5,0.29742,0.02179,0.00859,0.19612,0.9166,0.99807,0.99539,0.99436,0.9513,0.99833,0.99565,0.99442,0.99418,0.32658,0.02171,0.00019,0.14265,0.93926,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,42367.8,0.29663,0.02166,0.00858,0.19826,0.9156,0.99797,0.99547,0.99437,0.95143,0.99823,0.99573,0.99442,0.99419,0.32659,0.02169,0.00019,0.14283,0.93923,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,42618.7,0.29928,0.02298,0.00896,0.20024,0.9151,0.99792,0.99547,0.99438,0.95152,0.99818,0.99573,0.99444,0.9942,0.32677,0.02168,0.00019,0.14294,0.93925,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,42868.4,0.29993,0.02172,0.00856,0.19858,0.91527,0.99781,0.99547,0.99439,0.95155,0.99807,0.99573,0.99445,0.9942,0.32681,0.02169,0.00019,0.14308,0.93926,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,43118.4,0.29128,0.02136,0.00814,0.19443,0.91375,0.99781,0.99548,0.99438,0.95157,0.99807,0.99574,0.99444,0.99419,0.32677,0.02172,0.00019,0.14318,0.93926,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,43368.6,0.2917,0.02043,0.00833,0.19461,0.91362,0.99781,0.99548,0.99439,0.95159,0.99807,0.99574,0.99445,0.99421,0.32672,0.02169,0.00019,0.14335,0.93926,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,43618.2,0.2928,0.02076,0.00804,0.19341,0.91296,0.99781,0.99551,0.99442,0.95157,0.99781,0.99606,0.99447,0.99423,0.32664,0.02168,0.00019,0.14342,0.9392,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,43866.6,0.29082,0.02031,0.00805,0.19384,0.91354,0.9978,0.99564,0.99444,0.95166,0.99781,0.99602,0.9945,0.99427,0.32659,0.02171,0.00019,0.14348,0.93919,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,44115.7,0.29103,0.02182,0.00866,0.19475,0.912,0.99775,0.99564,0.99445,0.9516,0.9979,0.99604,0.9945,0.99428,0.32643,0.02169,0.00019,0.1435,0.93914,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,44364.2,0.28785,0.01993,0.00788,0.19218,0.91185,0.99774,0.99564,0.99445,0.95172,0.9979,0.99607,0.9945,0.99428,0.32656,0.02168,0.0002,0.14387,0.93924,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,44613,inf,0.02065,0.00825,0.19262,0.91203,0.99773,0.99564,0.99446,0.95188,0.99781,0.99608,0.99452,0.99429,0.32647,0.02168,0.0002,0.14402,0.93922,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,44862.3,0.28861,0.02092,0.00735,0.19233,0.91084,0.99772,0.99572,0.99445,0.95191,0.99781,0.99618,0.99452,0.99429,0.32662,0.02168,0.0002,0.14391,0.93924,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,45110.5,0.28606,0.02047,0.00776,0.18904,0.90911,0.99772,0.99574,0.99446,0.95177,0.99781,0.99624,0.99452,0.99429,0.32667,0.02168,0.00021,0.14391,0.93924,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,45359.4,0.28521,0.01913,0.00777,0.18974,0.91001,0.99771,0.9959,0.99445,0.95186,0.99781,0.99631,0.99452,0.99429,0.32679,0.0217,0.00021,0.14402,0.9393,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,45608.9,0.28358,0.02083,0.00815,0.18733,0.90996,0.99756,0.9959,0.99445,0.95181,0.99781,0.99623,0.99453,0.9943,0.32681,0.02166,0.00021,0.14415,0.93927,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,45862.5,0.28393,0.02001,0.00821,0.18769,0.90911,0.99758,0.9959,0.99446,0.95174,0.99781,0.99626,0.99454,0.99429,0.32699,0.02167,0.00021,0.14435,0.93934,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,46117.9,0.28359,0.01998,0.00736,0.18795,0.90973,0.99756,0.9959,0.99442,0.95156,0.99784,0.99625,0.9945,0.99426,0.327,0.02167,0.00021,0.14436,0.93936,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,46375.5,0.28198,0.02012,0.00719,0.18678,0.90709,0.99764,0.9959,0.99441,0.95177,0.99784,0.99625,0.99449,0.99426,0.32709,0.02175,0.00021,0.14455,0.93941,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,46631.8,0.27837,0.01892,0.00771,0.1853,0.9066,0.99781,0.99564,0.99443,0.95173,0.99781,0.99625,0.99451,0.99428,0.32718,0.02178,0.00021,0.14442,0.9394,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,46887.9,0.27817,0.01824,0.00719,0.18612,0.9084,0.99781,0.9957,0.99441,0.95172,0.9979,0.9961,0.9945,0.99426,0.32743,0.02178,0.00021,0.14447,0.9395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,47136.7,0.2789,0.01944,0.00793,0.18539,0.90785,0.99782,0.99564,0.99441,0.95149,0.9979,0.99613,0.99449,0.99425,0.32765,0.02178,0.00021,0.14453,0.93957,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
